accession,sample_id,title,group,subject,reason
GSE289659,GSM8796033,Control2,control,GSM8796033,control_on_sample_group
GSE289659,GSM8796034,Control3,control,GSM8796034,control_on_sample_group
GSE289659,GSM8796035,Control4,control,GSM8796035,control_on_sample_group
GSE289659,GSM8796036,Control5,control,GSM8796036,control_on_sample_group
GSE289659,GSM8796037,Control6,control,GSM8796037,control_on_sample_group
GSE289659,GSM8796038,Control7,control,GSM8796038,control_on_sample_group
GSE289659,GSM8796039,Control8,control,GSM8796039,control_on_sample_group
GSE289659,GSM8796040,Sham1,control,GSM8796040,control_on_sample_group
GSE289659,GSM8796041,Sham2,control,GSM8796041,control_on_sample_group
GSE289659,GSM8796042,Sham3,control,GSM8796042,control_on_sample_group
GSE289659,GSM8796043,Sham4,control,GSM8796043,control_on_sample_group
GSE289659,GSM8796044,Injured1,case,GSM8796044,case_on_sample_group
GSE289659,GSM8796045,Injured2,case,GSM8796045,case_on_sample_group
GSE289659,GSM8796046,Injured3,case,GSM8796046,case_on_sample_group
GSE289659,GSM8796047,Injured4,case,GSM8796047,case_on_sample_group
GSE328175,GSM9674451,Sham1,control,GSM9674451,control_on_treatment
GSE328175,GSM9674452,Sham2,control,GSM9674452,control_on_treatment
GSE328175,GSM9674453,Sham3,control,GSM9674453,control_on_treatment
GSE328175,GSM9674454,SNI1,case,GSM9674454,case_on_treatment
GSE328175,GSM9674455,SNI2,case,GSM9674455,case_on_treatment
GSE328175,GSM9674456,SNI3,case,GSM9674456,case_on_treatment
GSE328175,GSM9674457,SNI+Transplant1,,GSM9674457,excluded_matches_neither_arm
GSE328175,GSM9674458,SNI+Transplant2,,GSM9674458,excluded_matches_neither_arm
